Autor,Citas,Fecha,Link,Titulo
"M Medan,",25,2016,http://www.scielo.org.ar/pdf/delito/v25n41/v25n41a04.pdf,"Justicia restaurativa y mediación penal con jóvenes: una experiencia en San Martín, Buenos Aires"
"A Torrelio,L Vino,W Mamani",8,2011,http://scielo.org.bo/scielo.php?script=sci_arttext&pid=s2072-92942011000100002,"… : Anoplocephalidae) en ovinos criollos infectados naturalmente en una estancia de la comunidad de Comanche, Provincia Pacajes Departamento de La Paz …"
"G Novel Martí,",16,2012,,Mediación en salud: un nuevo paradigma cultural en organizaciones que cuidan
F Mayor Zaragoza,135,2003,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/24024/350-1135-1-PB.pdf?sequence=1,Educación para la paz
GP Vega ,5,2017,https://ciencia.lasalle.edu.co/cgi/viewcontent.cgi?article=1235&context=lic_lenguas,Imaginarios de paz en jóvenes universitarios: estudio de caso
A Chaparro Barrera,16,2018,http://www.scielo.org.co/scielo.php?pid=S1657-63572018000200178&script=sci_arttext,Cultura de paz desde las aulas. Un encuentro entre Potter y Freire
A Cabezudo,65,2012,https://www.redalyc.org/pdf/938/93823715009.pdf,"Educación para la paz: una construcción de la memoria, la verdad y la justicia. Desafío pedagógico de nuestro tiempo en América Latina"
A García Martínez,8,1990,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/152464/primeras_jornadas_educacion_paz.pdf?sequence=1,Primeras Jornadas de Educación para la Paz: un objetivo pedagógico: educar para la paz
"M Ávila,Í Paredes",29,2010,https://www.redalyc.org/pdf/737/73715016009.pdf,Educar para la paz desde la educación inicial
"R Aguirre,C de Pelekais,A ,Paz,",68,2012,https://dialnet.unirioja.es/descarga/articulo/3903767.pdf,Responsabilidad social: compromiso u obligación universitaria
"BE Vela Orbegozo,",27,2005,,El declive de los fundamentos económicos de la paz. De la Conferencia de Bretton Woods al Consenso de Washington
MW Chernick,141,1996,https://revistas.uniandes.edu.co/index.php/colombia-int/article/download/2406/965,Introducción. Aprender del pasado: breve historia de los procesos de paz en Colombia (1982-1996)
"M Hamilton,",1,2015,,Una pedagogía para la consolidación de la paz: Práctica de un modelo integrador para el análisis y la respuesta a los conflictos
"F Jiménez Bautista,",143,2014,,Paz neutra: Una ilustración del concepto.
"F ,Paz,E López Bautista,MI Marín Sosa",6,2017,https://www.scielo.org.mx/pdf/tl/v35n4/2395-8030-tl-35-04-00329.pdf,Validación del modelo expo-lineal precipitación-escurrimiento en un simulador de lluvia
"L Fernanda,U Larrota ",1,2020,https://repository.urosario.edu.co/bitstreams/3805726d-edc5-4a5d-b80e-a6e4a5cd6cef/download,El territorio es la vida misma: territorialidades y construcción de paz en el departamento de Chocó
"M Ahedo,",13,2020,https://revistas.uam.es/index.php/relacionesinternacionales/article/download/relacionesinternacionales2020.43.003/11882,Más allá de la seguridad y la resiliencia. Hacia la intervención civil y el empoderamiento autógeno de las sociedades para construir su paz y su prosperidad
"JJF Muñoz,JMG Gónzalez,",22,2017,https://revistes.ub.edu/index.php/REIRE/article/download/reire2017.10.218109/21577,El análisis de mediación a través de la macro/interfaz Process para SPSS
MCPD PEÑA ,0,Null,https://www.academia.edu/download/48651976/SOCIEDAD_CIVIL_Y_CONSTRUCCION_DE_PAZ.pdf,SOCIEDAD CIVIL Y CONSTRUCCIÓN DE PAZ.
"BA Reardon,AY Suliveres,AP Morán,LNR Pagán ",25,2010,https://www.academia.edu/download/65789681/HRLearningBettyReardon.pdf,Aprendizaje en derechos humanos: pegagogías y políticas de paz
NP González,11,2007,https://www.redalyc.org/pdf/1610/161017323006.pdf,NTERCULTURALIDAD:¿ UN ÁMBITO DE LA MEDIACIÓN?
"REL Feo,",6,2021,https://www.scielo.sa.cr/pdf/edu/v45n2/2215-2644-edu-45-02-00678.pdf,"Mediación tecnológica de la enseñanza: Entre artefactos, modelos y rol docente"
"DG Turriago Rojas,",50,2016,https://ciencia.lasalle.edu.co/cgi/viewcontent.cgi?article=1302&context=ap,"Los procesos de paz en Colombia, camino¿ a la reconciliación?"
"VA Durling,",88,2007,https://www.corteidh.or.cr/tablas/30445.pdf,Paz social y cultura de paz
PA Patella ,1,2013,https://www.ru.tic.unam.mx/bitstream/handle/123456789/2164/art36_52013.pdf?sequence=1,Defensa del territorio y medio ambiente sustentable: construcción de la paz con justicia
N Pitta,10,2020,https://revistas.unimagdalena.edu.co/index.php/praxis/article/download/3032/2675,Propuesta para la aplicación de los Métodos Alternativos de Solución de Conflictos (MASC) en instituciones etnoeducativas Wayúu en La Guajira
E Rojas Bonilla,7,2018,http://scielo.sld.cu/scielo.php?pid=S1992-82382018000300021&script=sci_arttext&tlng=en,La cultura de paz y su importancia en el proceso de formación ciudadana en el contexto educativo colombiano
"LA ,PAZ,",697,2016,https://www.cba.ucb.edu.bo/wp-content/uploads/2021/06/OBLIGATORIAS-INTERREGIONALES-2.2021.pdf,Sistemas de información geográfica
"E Hernández Delgado,",44,2016,http://www.scielo.org.co/scielo.php?pid=S0122-44092016000100002&script=sci_arttext,Negociaciones de paz en Colombia: una mirada en perspectiva de construcción de paz
"N Jacks,",13,1993,http://www.publicaciones.cucsh.udg.mx/pperiod/comsoc/pdf/18-19_1993/17-32.pdf,La identidad cultural como mediación simbólica
AY Suliveres,27,2014,https://dialnet.unirioja.es/descarga/articulo/7898244.pdf,Educar para la convivencia escolar y la paz: principios y prácticas de esperanza y acción compartida
G Vallejo,17,2012,https://repository.ucatolica.edu.co/bitstream/10983/16650/1/Alcances%20de%20las%20operaciones%20de%20mantenimiento%20de%20la%20paz.pdf,Alcances de las operaciones de mantenimiento de la paz
GM Lazo,25,2017,http://journals.continental.edu.pe/index.php/apuntes/article/download/532/519,Efectos y mediación de un programa de habilidades blandas a través del desarrollo de la cognición corporizada en estudiantes universitarios
A Gutiérrez Loaiza,134,2012,http://www.scielo.org.co/scielo.php?pid=S0121-51672012000100009&script=sci_arttext,"Negociaciones de paz en Colombia, 1982-2009. Un estado del arte"
"EAS Forero,",1,2013,https://www.redalyc.org/pdf/461/46127565005.pdf,Los caminos para la paz en Colombia
FR Gimeno,35,2006,https://dialnet.unirioja.es/descarga/articulo/2199406.pdf,Comunicación intercultural y mediación en el ámbito sanitario
W Ardito Vega ,6,2001,https://repositorio.pucp.edu.pe/index/bitstream/handle/123456789/113846/9881-Texto%20del%20art%C3%ADculo-39108-1-10-20140801.pdf?sequence=2,Cambios culturales en la justicia de paz
"LG Coba,",61,2007,https://www.redalyc.org/pdf/649/64910201.pdf,La prensa como creadora de estereotipos sobre los reinsertados y el proceso de paz en Colombia
PA Sierra,26,2020,https://www.redalyc.org/journal/825/82563265032/82563265032.pdf,La invisibilidad de la identificación de víctimas en las fuerzas militares y el inicio de una crisis en la defensa y seguridad nacional a raíz del Acuerdo de Paz
"C González,",47,2010,http://www.scielo.org.co/scielo.php?pid=S1657-89532010000100005&script=sci_arttext,Iniciativas de paz en Colombia
PA Pérez Bohórquez,7,2017,https://ciencia.lasalle.edu.co/cgi/viewcontent.cgi?article=2122&context=ruls,Los niños nos hablan de paz en el Paraíso
"A Rivas Góngora,M Véliz Rodríguez,N Pérez Gómez,",2,2019,http://scielo.sld.cu/scielo.php?pid=S1990-86442019000600043&script=sci_arttext,Modelo didáctico para el desarrollo de la educación para la paz en los estudiantes de educación básica secundaria
"PAC Tijerina,",5,2013,,La mediación como política social.: Una vía eficaz para el logro de la cultura de paz
R Gustavo,15,2020,https://www.scielo.sa.cr/scielo.php?pid=S2215-34032020000200035&script=sci_arttext,Circuitos cortos de comercialización: el juego entre lo disponible y lo posible en la agricultura familiar
"EI Ortuño,",15,2013,https://dialnet.unirioja.es/descarga/articulo/4549233.pdf,La mediación como método para la resolución de conflictos
"M Blanco Carrasco,",114,2009,,Mediación y sistemas alternativos de resolución de conflictos: una visión jurídica
"SS Fernández,AE Larrañaga,",40,2014,https://dialnet.unirioja.es/descarga/articulo/4728253.pdf,Cultura de paz y Educación Musical en contextos de Diversidad Cultural
MT Uribe de Hincapié ,131,1998,https://bibliotecadigital.udea.edu.co/dspace/bitstream/10495/6889/1/UribeMariaTeresa_1998_GuerraPazEstado.pdf,Las soberanías en vilo en un contexto de guerra y paz
S Placencio Mamani ,2,2012,https://repositorio.umsa.bo/bitstream/handle/123456789/4322/T-1780.pdf?sequence=1&isAllowed=y,"Evaluación agronómica de cuatro morfotipos de arracacha (arracacia xanthorrhiza), en la comunidad de Torire de la Provincia Inquisivi, departamento de La Paz"
"ES Iglesias,VS Jiménez",32,2019,https://www.raco.cat/index.php/RevistaCIDOB/article/download/354176/446089,El enfoque territorial en el proceso y el Acuerdo de Paz colombianos
"F Sierra Caballero,T Gravante,",45,2012,https://idus.us.es/bitstream/handle/11441/25084/Apropiacion-tecnologica-y-mediacion.pdf?sequence=1,Apropiación tecnológica y mediación: líneas y fracturas para pensar otra comunicación posible
"I Ballesteros,C Mora,F Simanca,",4,2018,https://www.researchgate.net/profile/Fredys-Simanca/publication/361244178_Construccion_de_cultura_de_paz_en_la_escuela_a_partir_de_una_estrategia_de_sensibilizacion/links/62a56c6255273755ebe60dab/Construccion-de-cultura-de-paz-en-la-escuela-a-partir-de-una-estrategia-de-sensibilizacion.pdf,Construcción de cultura de paz en la escuela a partir de una estrategia de sensibilización
"R Ortega Ruiz,R Rey,",78,2006,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/115194/ase2_mono09.pdf?sequence=1,La mediación escolar en el marco de la construcción de la convivencia y la prevención de la violencia
",C Guardado de la ,Paz,",133,2004,http://scielo.sld.cu/scielo.php?pid=S0864-03192004000200007&script=sci_arttext,La enfermería como disciplina profesional holística
CE Agudelo,108,2001,https://www.academia.edu/download/84104260/adminpujojs_2C_articulo001.pdf_filename_UTF-8adminpujojs_2C_articulo001.pdf,"El Pacífico colombiano: de"" remanso de paz"" a escenarioestratégico del conflicto armado1Las transformaciones de la regióny algunas respuestas de sus …"
JIC Argani,33,2018,https://revistas.ucatolicaluisamigo.edu.co/index.php/DAB/article/download/2635/2002,Factores de riesgo y protección ante el consumo de drogas en jóvenes del municipio de La Paz
WR Tobón,18,1989,https://revistas.unal.edu.co/index.php/anpol/article/download/74213/67054,La liebre mecánica y el galgo corredor: la paz actual con el M-19
",M González Reguera,N ,Paz ,Gómez",806,2014,http://scielo.sld.cu/scielo.php?pid=S1684-18242014000600004&script=sci_arttext,La teoría Déficit de autocuidado: Dorothea Orem punto de partida para calidad en la atención
"JD Moreno,",27,2017,http://www.scielo.org.co/scielo.php?pid=S0121-47052017000200175&script=sci_arttext,"Paz, memoria y verdad en El Salvador: experiencias y lecciones para la Colombia del pos acuerdo"
V Fisas,311,2011,https://www.asproul.org/wp-content/uploads/2016/07/educar_cultura_paz.pdf,Educar para una cultura de paz
M Soto Reatiga,141,2017,http://www.scielo.org.co/scielo.php?pid=S2145-94442017000200051&script=sci_arttext,El cuento como mediación pedagógica para el fortalecimiento de la lectoescritura
"J Brignardello,L Heredia,M ,Paz ,Ocharán",91,2013,https://www.scielo.cl/scielo.php?pid=s0717-75182013000200006&script=sci_arttext,Conocimientos alimentarios de vegetarianos y veganos chilenos
"PE Angarita Canas,H Gallo,BI Jiménez Zuluaga ",93,2008,,Dinámicas de guerra y construcción de paz. Estudio interdisciplinario del conflicto en la Comuna 13 de Medellín
G Avilés,52,2010,https://www.scielo.org.mx/scielo.php?pid=S0187-73722010000100005&script=sci_arttext,"Valoración económica del servicio hidrológico del acuífero de La Paz, BCS: Una valoración contingente del uso de agua municipal"
JM Castiblanco Cristancho ,2,2019,http://expeditiorepositorio.utadeo.edu.co/bitstream/handle/20.500.12010/7931/Trabajo%20de%20grado.pdf?sequence=1,"Sociedad asediada, paz imperfecta: sistematicidad en el asesinato de líderes sociales en el municipio de Corinto, Cauca."
"MI Viana Orta,",12,2018,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/215804/Medici%C3%B3n.pdf?sequence=1,25 años de Mediación Escolar en España: 1994-2019
GV Condori Cruz ,4,2019,https://repositorio.umsa.bo/bitstream/handle/123456789/23726/T2714.pdf?sequence=1&isAllowed=y,"… alevinos de trucha arco iris (Oncorhynchus mykiss), con diferentes niveles de alimentacion y diferentes densidades en la comunidad de Llaullini, municipio de La Paz"
"EH Delgado,",59,2002,http://revistacoatepec.uaemex.mx/index.php/convergencia/article/download/1670/1265,La paz y la no violencia adquieren significado propio en Colombia en las iniciativas de paz que construyen las bases desde lo local
J Blanes,21,1998,http://biblioteca.unmsm.edu.pe/redlieds/recursos/archivos/Descentralizaci%C3%B3nRecursosEcon%C3%B3micos/Bolivia/participaci%C3%B3nBolivia.pdf,"La paz, juntas vecinales y comité de vigilancia"
NP de Pérez,11,2012,https://vinculando.org/educacion/construccion-de-la-cultura-de-paz-en-las-escuelas-un-reto-para-america-latina.html?format=pdf,Construcción de la cultura de paz en las escuelas: un reto para América Latina
"F Abril,JM De ,Paz,C Ramos",8,1998,https://www.igme.es/actividadesIGME/lineas/HidroyCA/publica/libros4_CCA/lib3/pdflib3/abriln1.pdf,El riesgo de lixiviación de nitrato en las principales zonas hortícolas de la comunidad valenciana
GP Alzate,14,2020,http://www.scielo.org.co/scielo.php?pid=S2011-45322020000200246&script=sci_arttext,"Emociones, conflicto y educación: bases para pensar la educación emocional para la paz"
"VL Falcón,VC Pertile,",110,2019,https://www.memoria.fahce.unlp.edu.ar/trab_eventos/ev.13544/ev.13544.pdf,La encuesta como instrumento de recolección de datos sociales: Resultados diagnostico para la intervención en el Barrio Paloma de la Paz (La Olla)-ciudad de …
T Donais,26,2011,https://revistas.uam.es/relacionesinternacionales/article/download/5063/5521,¿ Empoderamiento o imposición? Dilemas sobre la apropiación local en los procesos de construcción de paz posconflictos
"Ó Almario García,",27,2004,https://repositorio.unal.edu.co/bitstream/handle/unal/2923/09CAPI08.pdf?sequence=8,Dimensiones territoriales de la guerra y la paz
"JM Rubio,",3,2016,https://ojs.unito.it/index.php/artifara/article/download/1656/1774/,"Cuarenta años de paz y cuarenta de aluminosis. Territorio, memoria e identidades periféricas en Paseos con mi madre de Javier Pérez Andújar"
RJ dos Santos,2,2005,https://www.redalyc.org/pdf/1807/180713885001.pdf,"La mediación cultural en la construcción del espacio turístico de una comunidad de pescadores en Laguna, SC, Brasil"
"A Rodríguez,MS Sánchez Álvarez",57,2008,http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S1316-00872008000200013,"La mediación, el acompañamiento y el aprendizaje individual"
RM Medrano,23,2016,https://www.redalyc.org/pdf/461/46146811020.pdf,La escuela constructora de una cultura de paz
"JC Sal ,Paz,SD Maldonado ",7,2014,https://ri.conicet.gov.ar/bitstream/handle/11336/39417/CONICET_Digital_Nro.23848.pdf?sequence=1&isAllowed=y,"Comunidad, género, competencia y estrategia: ejes de una didáctica del análisis del discurso"
O Huertas,14,2019,https://www.redalyc.org/journal/5603/560360409001/560360409001.pdf,"La"" paz"" como escenario de disputa ideológica"
"JG Valdés,JA Delgado,JA Dworak",40,2003,https://www.redalyc.org/pdf/568/56842405.pdf,"Overtides, compound tides, and tidal-residual current in Ensenada de la Paz lagoon, Baja California Sur, Mexico"
"C Villadiego,S Lalinde ",11,2017,,Sistema de justicia territorial para la paz
",O Ruiz",15,2021,https://www.scielo.cl/scielo.php?pid=S0718-48082021000300353&script=sci_arttext,Servicios psicológicos afirmativos para personas LGTBIQA+ en Ecuador: cambios en el malestar psicológico
"BV Orbegozo,",16,2005,,El declive de los fundamentos económicos de la paz. De la conferencia de Bretton Woods al consenso de Washington
"MJ Hernández Serrano,",2,2002,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/208603/HERN%C3%81NDEZ.pdf?sequence=1,La transición social y la mediación tecnológica: el fenómeno educativo desde las sociedades orales a la sociedad de la información y del conocimiento
JG Montufar,27,2001,https://dialnet.unirioja.es/descarga/articulo/7792621.pdf,Los medios alternativos de solución de conflictos
"C Mouly,E Hernández Delgado,J Giménez",39,2019,http://www.scielo.org.co/scielo.php?pid=S0121-47052019000100003&script=sci_arttext,Reintegración social de excombatientes en dos comunidades de paz en Colombia
"JJ ,Paz ,y Miño Cepeda ",230,2015,https://biblioteca-repositorio.clacso.edu.ar/bitstream/CLACSO/250087/1/Historia-Impuestos-Ecuador.pdf,Historia de los impuestos en Ecuador: visión sobre el régimen impositivo en la historia económica nacional
"G Tapia,F Díez,",326,1999,https://franciscodiez.com.ar/wp-content/uploads/2020/04/Herramientas-para-trabajar-en-mediaci%C3%B3n-VF.pdf,Herramientas para trabajar en mediación
DM Rahal,12,2001,https://polcul.xoc.uam.mx/index.php/polcul/article/download/839/823,El colapso del proceso de paz palestino-israelí
AJ Martínez,26,2016,https://repository.ucatolica.edu.co/bitstream/10983/18578/1/Derechos-humanos-paz-y-posconflicto-en-Colombia_Cap06.pdf,Medidas de inclusión para una paz duradera
EC Agüero,34,2013,https://www.revistas.una.ac.cr/index.php/derechoshumanos/article/download/5804/5673/,"Educación para la paz: fundamentos teóricos, epistemológicos y axiológicos"
NM Vega,13,2003,https://www.redalyc.org/pdf/440/44027205.pdf,Trabajo social y educación primaria. mediación hacia una cultura de paz
B Lamizet,28,2010,https://www.scielo.org.mx/scielo.php?pid=S1665-12002010000200008&script=sci_arttext,Semiótica del espacio y mediación
",J Tamarit,J Martos",256,2006,https://repisalud.isciii.es/bitstream/handle/20.500.12105/15608/GuiaBuenaPracticaEspectroAutista_2006.pdf?sequence=1&isAllowed=y,Guía de buena práctica para el tratamiento de los trastornos del espectro autista
"N Solorio Elizalde,F ,Paz ,Pellat,M Odi Lara",9,2009,https://www.scielo.org.mx/scielo.php?pid=S0187-57792009000200007&script=sci_arttext,Modelo expo-lineal del crecimiento y equivalencia de la productividad de un tomate cultivado en invernadero
"JH de Velazco,AC Chumaceiro,",44,2018,https://dialnet.unirioja.es/descarga/articulo/7338187.pdf,Cultura para la paz en Colombia. Una aproximación desde las políticas públicas
F González,23,2005,,Iglesia católica y conflicto en Colombia: De la lucha contra la modernidad a los diálogos de paz.
"A ,Paz,MG Núñez,J García,J Salom",40,2016,https://www.redalyc.org/pdf/310/31048903008.pdf,Rol del liderazgo ético en organizaciones académicas
"MG López,",24,2012,https://www.redalyc.org/pdf/1995/199524700008.pdf,REPENSAR LA COMUNICACIÓN PARA LA PAZ Y LA SOLIDARIDAD DESDE LO PARTICIPATIVO. CLAVES Y PROPUESTAS.
LS Castro,11,2010,https://dialnet.unirioja.es/descarga/articulo/8752129.pdf,Jóvenes entre la violencia y la búsqueda de la paz
"A Argüello Parra,S Rojas Cepeda",10,2020,http://www.scielo.org.co/scielo.php?pid=S0122-72382020000200119&script=sci_arttext,Raperos y biógrafos: narrativas biográficas y educación para la paz con menores infractores
"MJC Caballero,",29,2009,https://www.informaciopsicologica.info/revista/article/download/167/131,La utilidad de la mediación como estrategia de resolución y prevención de conflictos en el ámbito escolar
"O ,Paz,",150,2021,,Los hijos de limo
"O ,Paz,",184,1998,https://revistas.unal.edu.co/index.php/ceconomia/article/download/21465/22459,El ogro filantrópico
"MJ González Rodríguez,",8,2010,,El “nuevo mundo” de la mediación lingüística y cultural: a la “reconquista” del territorio desde la interpretación bilateral
"EH Delgado,",35,2008,https://revistas.unab.edu.co/index.php/reflexion/article/download/544/525,La Paz imaginada por quienes la construyen: Iniciativas Civiles de Paz de Base Social identifican sus sueños de Paz
"Á Villarraga Sarmiento,FC Democrática ",45,2016,https://repository.iom.int/bitstream/handle/20.500.11788/769/COL-OIM%200298%20D.Resumen.pdf?sequence=1,"Los procesos de paz en Colombia, 1982-2014 (documento resumen)"
"E Alliez,A Negri",7,2003,https://www.redalyc.org/pdf/1051/105117940002.pdf,Paz y Guerra
ES Carrete,4,1997,https://revistadigital.sre.gob.mx/index.php/rmpe/article/download/1136/1073,"La construcción de la paz en Guatemala; actores, procesos y lecciones"
"BMB Pérez,LFB Domínguez,PAE Cevallos,",2,2023,https://recimundo.com/index.php/es/article/download/1978/2479,La educomunicación como herramienta de construcción de paz en el proceso de desarrollo integral en niños
MC Señal,6,2008,,"Mediación, signo distintivo de Europa: La Directiva Comunitaria sobre ciertos aspectos de la mediación en asuntos civiles y mercantiles"
MC VIÑARÁS GIMÉNEZ ,6,2017,,"Mediación, conciliación y sentencias de conformidad"
"U Mamani,Z Uruña Mamani ",1,2021,,Fuentes de Ingreso en la Comunidad Rural de Piquiñani-Distrito Chijmuni-Provincia Aroma-La Paz-Bolivia
SA Habegger Lardoeyt ,4,2008,,"La cartografía del territorio como práctica participativa de resistencia. Procesos en metodologías implicativas, dispositivos visuales y mediación pedagógica para la …"
"JE Urbina Cárdenas,JJ Díaz Camarón",2,2022,http://www.scielo.org.co/scielo.php?pid=S0121-32612022000200219&script=sci_arttext,Seguir en lo mismo: representaciones de paz y conflicto de jóvenes del Catatumbo¿ Paz imperfecta o paz imposible?
"J Sicilia,J Sicilia,E Vázquez Martín",21,2016,https://dec.xoc.uam.mx/sites/default/files/revista/tramas/tramas-55.pdf#page=258,El Movimiento por la paz con justicia y dignidad
"JA ,Paz,",10,2021,http://www.scielo.org.co/scielo.php?pid=S0120-35842021000200239&script=sci_arttext,La brecha de remuneraciones entre segmentos del mercado de trabajo en la Argentina
G Aceves,13,2007,https://www.scielo.org.mx/scielo.php?pid=S0188-88972007000200011&script=sci_arttext,Cambios diarios en la composición y abundancia de copépodos planctónicos al sur de Bahía de La Paz (Octubre 2002)
",JML Mejía,M a de la ,Paz ,Ramos",8,2005,https://dialnet.unirioja.es/descarga/articulo/5167263.pdf,Publicaciones sobre temas de física en las Memorias de la Sociedad Científica Antonio Alzate
"P ,Paz,O Rodríguez ",12,1968,https://repositorio.cepal.org/bitstream/handle/11362/9682/S6800512_es.pdf,Cinco modelos de crecimiento económico
"EH Delgado,",23,2008,https://www.academia.edu/download/39335125/El_Papel_de_los_Medios_de_Comunicacion_en_la_Resolucion_de_Conflictos.pdf#page=137,La paz imperfecta que construyen las iniciativas de paz de base social en Colombia
ÁB Márquez,6,2018,https://www.redalyc.org/journal/279/27957769016/,La alternativa de una paz democrática
"LG Villaluenga,EV DE CASTRO,",19,2015,https://www.academia.edu/download/51541283/La_mediacion_a_debate_en_Europa_Hacia_la.pdf,La mediación a debate en Europa¿ hacia la voluntariedad mitigada?
V Fisas,140,2010,https://www.orientacionandujar.es/wp-content/uploads/2014/01/12-Introducci%C3%B3n-a-los-procesos-de-paz..pdf,Introducción a los procesos de paz
"M De ,Paz,ME Gobbi,E Raffaele",22,2013,http://www.scielo.org.ar/scielo.php?pid=S1851-23722013000300013&script=sci_arttext&tlng=en,"Mantillo de las especies leñosas de matorrales del NO de la Patagonia: abundancia, composición, estructura y heterogeneidad"
MDM Spà,25,2007,https://www.researchgate.net/profile/De-Spa/publication/277823369_La_mediacion_social_y_los_enfoques_de_la_teoria_de_la_comunicacion/links/55f804c808aeafc8ac08e290/La-mediacion-social-y-los-enfoques-de-la-teoria-de-la-comunicacion.pdf,La mediación social y los enfoques de la teoría de la comunicación
C Rodríguez,15,2015,https://www.redalyc.org/pdf/778/77842122005.pdf,Inclusión/Focalización de menores en mediación familiar: revisión de estudios y propuestas futuras
"P Peña,A Valera,C Marles",7,2020,http://w.revistaespacios.com/a20v41n47/a20v41n47p21.pdf,Tendencias en los procesos de construcción de paz
AT Bernal,7,2000,,Red Nacional de iniciativas por la paz y contra la guerra
"JCG Barriga,",27,2019,https://revistas.uis.edu.co/index.php/revistacyp/article/download/9716/9809,La educación para la paz: contribuciones para un estado del arte
",J Tejada Fernández,AA Hernández ,Paz,",23,2015,http://eprints.uanl.mx/10923/6/Libro_CU%20GOBERNANZA%20UNIVERSITARIA.pdf,"La formación por competencias en la educación superior: alcances y limitaciones desde referentes de México, España y Chile"
"CR Miguel,",9,2006,https://www.nodo50.org/saharamad/informe.pdf,"Sáhara Occidental: independencia, paz y seguridad"
"R Cremades Andreu,C Lage Gómez,",15,2018,https://digibug.ugr.es/bitstream/handle/10481/60805/8347-27312-2-PB.pdf?sequence=1&isAllowed=y,Educación para la paz y violencia escolar a través de un proyecto musical en secundaria
",JM Omaña",17,2019,https://www.scielo.org.mx/scielo.php?pid=S0187-73802019000200173&script=sci_arttext,Evolución de la superficie cultivada de frijol e impacto económico de la sequía sobre su rendimiento bajo condiciones de temporal en México
"JC ,Paz,",54,1981,https://www.boe.es/biblioteca_juridica/anuarios_derecho/abrir_pdf.php?id=ANU-C-1981-30060100708,La economía política como jurisprudencia racional (aproximación a la teoría económica del Derecho)
"AI Colín,DV Hernández,CM Medina,",48,2018,https://dialnet.unirioja.es/descarga/articulo/6395376.pdf,"La cultura de paz en las políticas de Educación Superior de México, Colombia y El Salvador"
PJL Alarcón,2,2018,https://pdfs.semanticscholar.org/2f1e/34b277b2b4849d27cd790b5b4770db3864c5.pdf,COLÔMBIA: DAS RAZÕES PARA A GUERRA ÀS RAZÕES PARA A PAZ. O MODELO HISTÓRICO DE DEMOCRACIA RESTRINGIDA COMO CAUSA DO …
"BL García,",2,2009,https://www.academia.edu/download/30924963/Pages_de_001-276_MAGREBariel_BLGaverroes_.pdf,"… sociedad civil y las relaciones con Marruecos: el Comité Averroes,¿ un instrumento para el acercamiento entre las sociedades o la retórica de la mediación …"
"FAG Díaz,",6,2017,https://revistas.unimilitar.edu.co/index.php/reds/article/view/3249,¿ Educación para la paz?
MCG Tello,3,2018,https://www.redalyc.org/journal/6759/675971333003/675971333003.pdf,Los derechos humanos como eje transversal de la Educación para la Paz
APG Arévalo,8,2015,https://rlee.ibero.mx/index.php/rlee/article/download/227/729,Una apuesta educativa para América Latina: educación para la paz
"J Ríos,",138,2017,https://www.redalyc.org/journal/282/28253016027/,El Acuerdo de paz entre el Gobierno colombiano y las FARC: o cuando una paz imperfecta es mejor que una guerra perfecta
"IM ,Paz,",17,2016,https://maestroysociedad.uo.edu.cu/index.php/MyS/article/download/1675/1665,La clase como espacio y método fundamental para la orientación educativa
"MDM Rodrigo,IMG Fernández,",18,2016,https://dialnet.unirioja.es/descarga/articulo/6064482.pdf,Educación para la paz y la ciudadanía desde la música como lenguaje universal de las emociones
"P Peña Torres,C Marlés Betancourt",11,2022,http://www.scielo.org.co/scielo.php?pid=S1900-65862022000100044&script=sci_arttext,La planeación por escenarios como herramienta para la construcción de paz en el Caquetá
"SJ De La Ossa Guerra,GK Rendón Blanco",4,2021,http://www.scielo.org.co/scielo.php?pid=S0124-74412021000100191&script=sci_arttext,"Iniciativas locales: herramienta de mediación para la construcción de paz, Ovejas-Sucre"
"H Soleto Muñoz,",15,2007,https://e-archivo.uc3m.es/bitstream/handle/10016/10215/mediacion_soleto_2007.pdf,La mediación en la Unión Europea
"I Ortiz Aguirre,",3,2012,https://www.repositoriodigital.ipn.mx/jspui/bitstream/123456789/13345/1/ortiza1.pdf,"Actividad biológica de esponjas y su relación con la complejidad de la comunidad bentónica en la Bahía de La Paz, BCS, México"
"IS Lorente,",24,2015,,La mediación como herramienta para resolver conflictos. Impacto sobre las habilidades sociales de los alumnos mediadores en un centro de educación secundaria
"M de la ,Paz ,García",5,2019,https://revistas.um.es/analesps/article/download/335071/255311,"Valor predictivo de las escalas Bayley aplicadas a un grupo de niños nacidos pretérmino, sobre sus resultados en las Escalas Wechsler a los 10 años."
"C Amaya López,BY Juanes Giraud",13,2020,http://scielo.sld.cu/scielo.php?pid=S2218-36202020000500518&script=sci_arttext,Descongestión del sistema judicial en Ecuador. Método alternativo de solución de conflictos en la mediación en primera instancia en materia laboral
E Nos,14,2019,https://repositori.uji.es/xmlui/bitstream/handle/10234/184219/66052.pdf?sequence=1,"Justicia social, culturas de paz y competencias digitales: Comunicación para una ciudadanía crítica global en la educación superior"
