Autor,Descargas,Fecha,Link,Resumen,Titulo
"Kloster, Mariano",63,"2021, ",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-46332021000200306&lang=es,"Resumen El siglo XIX en Hispanoamérica se caracterizó por la implementación de prácticas políticas novedosas y de diversas características. Entre estas, se destaca el pronunciamiento, el cual ha sido analizado para algunos espacios. En este artículo estudiamos esta acción en el territorio rioplatense en un caso concreto. Allí emergieron más de una decena de Estados Provinciales soberanos, luego de finalizado el vínculo con la Monarquía Española en la década de 1810 y de intentos fallidos de centralización liderados por Buenos Aires. Estas Provincias se conformaron como una Confederación en 1831 manteniendo la mayoría de sus atribuciones soberanas, excepto la representación internacional que fue delegada a Buenos Aires de manera provisoria hasta el final de la Confederación, en 1852. En este trabajo analizamos entonces una serie de pronunciamientos diversos y concatenados de algunos de estos Estados Provinciales, en el año 1840. Los mismos buscaron la reformulación del pacto político al interior de la Confederación. Mantenemos dos niveles de observación. Por un lado, de las características concretas de estos episodios, a través de la identificación y caracterización de: los actores individuales y colectivos que participaron, las dinámicas que implementaron, la circulación de información y las acciones que sostuvieron. Sumado a esto, abordamos el manejo de la dimensión soberana de relaciones exteriores, paz y guerra de la Confederación de Provincias Argentinas en el contexto de los pronunciamientos. La vinculación entre ambos niveles es factible porque entendemos que la atribución se configuró como el principal elemento en disputa en los hechos políticos que estudiamos.",LAS RELACIONES EXTERIORES DE LAS PROVINCIAS ARGENTINAS COMO ELEMENTO DE DISPUTA: EL CASO DE LOS PRONUNCIAMIENTOS DE 1840
"Soliveres-Buigues, Rosa,Parejo, José Luis,Giraldez-Hayes, Andrea",14,"2021, ",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1607-40412021000100016&lang=es,"Resumen El artículo presenta los resultados preliminares de la investigación llevada a cabo a través del proyecto La Ópera un Vehículo de Aprendizaje (LÓVA) en un grupo de cuarto de Primaria en la Ciudad de México durante el ciclo escolar 2017-2018. El trabajo se encuadra epistemológicamente dentro del paradigma interpretativo y a nivel metodológico en el estudio de caso. El objetivo fue analizar y comprender los procesos de conformación de la ciudadanía con la mediación de la educación musical; en este sentido, el proceso de creación, desarrollo y estreno de una ópera original por parte del alumnado contribuyó al conocimiento de sus derechos y responsabilidades, compromiso y participación social, y reconocimiento de la diversidad.",Una ópera para la escuela de la ciudadanía
"Silva Días, Teresa,Castanheira Pais, Sofia,Macedo, Eunice",17,"2021, ",http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07052021000400309&lang=es,"RESUMEN: Situado en el campo de las Ciencias de la Educación, este estudio tiene como objetivo explorar el potencial del aprendizaje en servicio como estrategia de enlace de la Universidad a la(s) comunidad(s) considerando la consultoría y la mediación como herramientas de intervención educativa en la promoción de espacios de ciudadanía e inclusión en/por el deporte. Los tres relatos de experiencia producidos por estudiantes del 2º ciclo en la unidad curricular Metodologías de Intervención Educativa muestran que los proyectos desarrollados se distinguen en la heterogeneidad de los contextos, recursos y estrategias, pero se uniformizan en las etapas de la intervención comunitaria, contribuyendo a incrementar la ciudadanía, la inclusión social y el empoderamiento de los/as actores. La intersección de las Ciencias de la Educación en contextos de deporte potencia la participación ciudadana y la implicación de atletas y dirigentes de clubes deportivos, interventores/as con responsabilidad social y agentes de la comunidad en una dinámica de cambio e inclusión social.",La Universidad y el Aprendizaje en Servicio en la promoción de la ciudadanía y la inclusión: informes de experiencia sobre la intervención educativa en el contexto deportivo
"Toro Osorio, Kodalys,De Armas, Tulio Amaya,Romero Zúñiga, Carmen",380,"2021, ",http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07052021000100355&lang=es,"RESUMEN: Se reporta un trabajo realizado con 176 estudiantes, 30 profesores y 16 padres de familia de tres instituciones educativas oficiales de una población colombiana que fue sede de los diálogos de paz que pusieron fin al conflicto con un grupo guerrillero. Se estudiaron tópicos relacionados con la implementación de la cátedra de la paz y se analizó el grado de acuerdo entre ellos respecto a estos tópicos. Para el procesamiento de la información se hizo un análisis de correspondencias múltiples con el Chi cuadrado de Pearson como coeficiente de prueba, y además, se hicieron grupos focales con miembros de cada estamento. Los resultados muestran que el proceso de implementación de la cátedra de la paz en las instituciones educativas, ha sido lento, con algunas dificultades, con retraso en su implementación de más de dos años, y falta de capacitación y acompañamiento, por parte de las entidades territoriales, a las comunidades de las instituciones educativas. Pero a pesar de las dificultades dentro del contexto escolar se fomenta la cultura del diálogo para resolver los conflictos que se presentan, y con los profesores como mediadores en el proceso. La actividad escolar se da en un clima de respeto y apoyo mutuo entre directivos, docentes, estudiantes y padres de familia.",La cátedra de la paz como eje de desarrollo social de cara al posconflicto
"Gallego Ramos, José Raúl,Anazco Ramos, Félix",549,"2020, ",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-49112020000200081&lang=es,"Resumen En el artículo se analiza la influencia del rumor en la construcción de la agenda mediática de la provincia de Camagüey, Cuba. Se identificaron y caracterizaron los rumores que alcanzaron relevancia en la agenda pública durante los meses de noviembre de 2013 a abril de 2014; también se estudió su empleo como fuente de información en los medios provinciales y las mediaciones que intervinieron en dicho proceso. Como técnicas de investigación, se emplearon la observación participante y no participante, la entrevista semiestructurada y el análisis de contenido cualitativo. El principal resultado que se pudo constatar fue la poca importancia que se le concede a los rumores en la construcción de la agenda de los medios del territorio debido a la mediación de factores de tipo individual, organizacional e ideológico.","La influencia del rumor en la construcción de la agenda mediática de la provincia de Camagüey, Cuba"
"Aguirre-Aguilar, Genaro",78,"2020, ",http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S1390-86422020000200161&lang=es,"Resumen Para construir un espacio de aprendizaje en la enseñanza universitaria, se requiere una serie de habilidades del profesor, así como una participación activa del estudiante. Innovar y transformar el aula es complejo, porque son necesarias la concurrencia de competencias entre los agentes educativos. El aula activa requiere de los estudiantes el protagonismo en su aprendizaje, donde el profesor sea el estratega de la mediación. Es objetivo de este artículo, es compartir el itinerario pedagógico que un grupo de estudiantes del curso Técnicas de investigación cuantitativa y cualitativa en comunicación vivió, a partir del consenso con su profesor. Lo aquí narrado, no es propiamente el resultado de una investigación académica, sino de un ejercicio de análisis descriptivo y propositivo en el que sí se aborda la metodología de intervención empleada en el aula y fuera de ella, al presentar la estrategia pedagógica, la forma en que los estudiantes participaron en la definición de una agenda para abordar los contenidos curriculares de la segunda parte de su curso, correspondiente a las técnicas de investigación de corte cualitativo. A partir de los logros y resultados obtenidos por los estudiantes, se concluye la pertinencia de involucrarlos como sujetos activos de su propio aprendizaje, al contribuir en definir su itinerario educativo, en el que se emplearon plataformas virtuales, fuentes de referencia en múltiples formatos, el uso de software y aplicaciones para producir evidencias de aprendizaje.","El estudiante y la configuración del aula activa: Itinerario, aprendizajes e investigación"
"López de la Vega, Mario Ricardo",911,"2020, ",http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2223-30322020000200003&lang=es,"Resumen La depresión se constituye en uno de los mayores problemas de salud mental a nivel mundial y nuestro país no está exento de dicha problemática, esto significa un enorme reto para los profesionales del área y una búsqueda de tratamientos accesibles, innovadores, sostenibles y efectivos, por lo que la musicoterapia podría, de alguna manera, dar respuestas a estas demandas, ya que como lo señalaría Bruscia K. en 1988, entre sus objetivos terapéuticos estarían la restauración, el mantenimiento y el acrecentamiento de la salud tanto física como mental. Es con este propósito que la presente investigación a través de un diseño Cuasiexperimental, pretende demostrar que la denominada Musicoterapia grupal activa disminuye los niveles de depresión. Para alcanzar dicho objetivo, se ha estructurado un programa de intervención basado por un lado en los principios propuestos por Gastón T, y Poch S., y en el principio de Iso (Identidad sonoro musical) de Altshuler I. y Benenzon R.; y por otro, en la metodología grupal activa, (Poch S. Alvin J. y Satinosky S.) que ha sido implementado en el Hospital de Psiquiatría de la CNS de la ciudad de La Paz en un grupo de pacientes con depresión, en un tiempo estimado de cuatro meses, a la vez de haberse realizado un análisis comparativo con un grupo de control, obteniendo resultados estadísticos significativos que confirman la hipótesis de investigación y que permiten avizorar la incursión de este novedoso recurso terapéutico en el tratamiento de la depresión en nuestro contexto sociocultural.",Musicoterapia grupal activa y depresión en pacientes del Hospital de Psiquiatría - CNS
"Carreño-Novoa, María Camila,Arias-Romero, Carlos Orlando,Matta-García, Wanda Xiomara,Torres-Tovar, Carlos Alberto",788,"2020, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-79132020000300177&lang=es,"Resumen Este artículo se aproxima a las situaciones de exclusión y segregación derivadas de la política pública de vivienda en Bogotá, particularmente, en la Ciudadela Nuevo Usme (UPZ 61 de la localidad de Usme), identificadas en el proyecto de extensión solidaria Usmeando el derecho a la ciudad y el ordenamiento territorial en el posconflicto, que lideró el Grupo de Investigación ""Procesos Urbanos en Hábitat, Vivienda e Informalidad"" de la Universidad Nacional de Colombia, en asocio con el proceso social y comunitario Audiencia Pública Popular de Usme en el año 2017. Esta aproximación surge del acercamiento conjunto a las realidades y conflictos territoriales por parte de la comunidad organizada y habitante de la UPZ 61 y los investigadores. Para ello, se hizo uso de instrumentos de investigación, acción y participación comunitaria, que permitieron el desarrollo de estrategias para el abordaje de problemáticas vinculadas al territorio habitado. En suma, este documento contiene reflexiones críticas acerca del territorio y la cotidianidad del habitar este lugar (vivienda sin ciudad) y los retos que de ella emergen. También aborda las limitaciones para la construcción del tejido social; la gestión social de lo urbano y sus conflictos; los resultados de dicha gestión desde la perspectiva de lo concebido a lo vivido; y las potencialidades de la experiencia.",Fortalecimiento del tejido social para construir paz urbana. “Usmeando” el derecho a la ciudad
"Bolaño-Peña, Melissa,Mejía-Escalante, Mónica",347,"2020, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-79132020000300109&lang=es,"Resumen Los Espacios Territoriales de Capacitación y Reincorporación (ETCR) como asentamientos para desmovilizados de las FARC-EP y su reintegración a la vida civil, en el marco del Acuerdo de Paz firmado en 2016 entre el gobierno de Colombia y este grupo insurgente, se destacan por la autogestión y autoconstrucción de estas villas del futuro por parte de los excombatientes como actores discretos, con diversos grados de consolidación espacial, desde una inteligencia colectiva que deviene de medio siglo de construir su hábitat en la selva. El estudio del caso del ETCR Las Colinas (San José del Guaviare, Guaviare), cotejado con documentos asociados al Acuerdo de Paz, permite establecer los elementos territoriales que posibilitan a los habitantes de estos asentamientos su reincorporación territorial a las comunidades receptoras. Se advierte que los excombatientes se enfrentan a una sensación de incertidumbre producto de la continua presión por parte de diversos actores para que los ETCR desaparezcan, lo que motiva a sus moradores a acelerar la producción de su hábitat en su interés por permanecer.","Reincorporación territorial para la construcción de paz. Hábitats autogestionados por excombatientes FARC-EP, Colombia"
"Grijalba Bolaños, Javier",0,"2020, ",http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-76962020000400954&lang=es,"RESUMEN El presente trabajo propone una mirada a la educación en Colombia y a la asignatura Ciencias sociales en el panorama nacional para profundizar en sus cualidades como ciencia y en su práctica dentro del sistema de enseñanza de Colombia. Para el análisis de los referentes históricos y teóricos del objeto de estudio, así como de sus tendencias actuales, la investigación de la cual se deriva el trabajo, utilizó el método histórico lógico, la observación directa, el método de análisis y síntesis, junto al método inducción deducción. La investigación permitió abordar la problemática de cómo las ciencias sociales pueden contribuir a propiciar escenarios más conexos a la paz para un territorio tan vulnerable debido a temas de conflicto y violencia; adquieren gran relevancia las posibilidades que abre la educación para vislumbrar a través del pensamiento sociocrítico una ruta que pueda aportar a una formación bien fundamentada que prepare sujetos reflexivos, críticos y conscientes de su presente, con miras a que tener la capacidad de aportar al porvenir de la sociedad en la que habitan. Se muestra como desde la educación y mediante la asignatura Ciencias sociales se puede aportar favorablemente al desarrollo armónico en el panorama nacional.",Colombia y su perspectiva educativa: un acercamiento al pensamiento sociocrítico desde las ciencias sociales
"Hernández Jiménez, Norberto",325,"2020, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-31082020000300135&lang=es,"Resumen El presente trabajo de investigación explora la situación de 57 personas que para el año 2017 se encontraban privadas de la libertad en el patio 2A de la Cárcel Modelo de la ciudad de Bogotá, quienes argumentaban ser integrantes de las Fuerzas Armadas Revolucionarias de Colombia (FARC-EP), desempeñándose como comandantes, milicianos, colaboradores, informantes, entre otros. En virtud del acuerdo final para la terminación del conflicto y la construcción de una paz estable y duradera suscrito entre el Gobierno de Colombia y aquel grupo armado al margen de la ley, aspiraban resultar favorecidos con los beneficios allí consagrados y obtener su libertad o el traslado a las zonas veredales lo más pronto posible. Sin embargo, muchos de los encuestados (66,66%) continúan privados de la libertad y algunos no se encuentran registrados como farianos, pudiendo actualizarse el fenómeno de los colados; es decir, personas que sin haber pertenecido a las FARC aluden esta filiación para obtener los beneficios del acuerdo de paz.",Farianos y colados privados de la libertad en la cárcel modelo de Bogotá
"Molina-Correa, Javier Alexander,Vargas-Velázquez, Sergio",473,"2020, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-80312020000200037&lang=es,"Resumen Las infraestructuras de paz, desde su génesis en la administración de Belisario Be tancur, en Colombia, han sido grupos de presión de carácter privado y mixto en me nor medida, que están en una constante lucha por constituirse como un actor políti co con un grado mayor de institucionalización, valiéndose de la movilización social de manera pacífica. Estos grupos de presión a diferencia de los partidos, solo pre tenden influir el sistema político. Se concluye que las infraestructuras de paz, han transitado de ser un grupo de presión a un actor político con participación directa y necesidades puntuales en el posconflicto.",De grupo de presión a actor político: infraestructuras de paz y madurez del conflicto en Colombia
"Amézquita Aguirre, Luisa,Trimiño Velásquez, Celina",296,"2020, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-72382020000200065&lang=es,"RESUMEN El  objetivo de este artículo es indagar algunos desarrollos de las pedagogías para la paz y su articulación con teorías que impugnan al patriarcado. Su  originalidad radica en conectar la disertación sobre las pedagogías para la paz, la relevancia de la perspectiva de géneros y la interseccionalidad, e impele a que se desborden los límites de epistemologías excluyentes, para avanzar hacia propuestas alternativas. El  método cualitativo-interpretativo facilita emplear  estrategias de análisis documental para examinar teorías que contribuyen, con otros presupuestos, a evidenciar la diversidad de los seres humanos y a denunciar las múltiples opresiones de las que son objeto sectores de la población por distintas causas que pretenden justificar su exclusión de los espacios públicos y decisorios, lo que viola sus derechos humanos, y en varios países, lleva incluso, a su eliminación física. Esta dinámica de exploración teórica permite  concluir que, aproximarse a las pedagogías para la paz, es un ejercicio permanente que involucra tanto a los currículos educativos como a las acciones de la vida cotidiana, quehacer que exige un esfuerzo mancomunado de la sociedad colombiana para la consolidación de una paz estable y duradera.","Pedagogías para la paz, la relevancia de la perspectiva de géneros y la interseccionalidad"
"Hernández Delgado, Esperanza",249,"2020, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-72382020000200087&lang=es,"RESUMEN Este artículo, producto de investigación para la paz3, tiene por  objeto analizar desde la teoría de los Estudios de Paz4 la experiencia de mediación de la Asociación de Trabajadores Campesinos del Carare (ATCC) en el conflicto armado interno colombiano. Su  originalidad consiste en abordar una mediación realizada por una comunidad campesina involucrada en este conflicto, dada su afectación por el mismo; y recoger un modelo genuino de mediación generado por la ATCC. El  método aplicado fue el de la Investigación Acción Participante (IAP)5 y se soportó enla  estrategia de un trabajo de campo que permitió una observación in situ y entrevistas semiestructuradas a actores relevantes.  Conclusión: la ATCC enseña un método innovador de mediación comunitaria, la importancia de mediadores internos e involucrados y los alcances de esta mediación en los conflictos armados internos.",Mediación en conflictos armados. La experiencia de la Asociación de Trabajadores Campesinos del Carare (ATCC)
"Rojas-Solís, José Luis,Hernández-Cruz, Saúl,Morales-Franco, Esmeralda,Toldos Romero, María de la Paz",297,"2020, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2422-42002020000300099&lang=es,"RESUMEN La violencia en parejas de jóvenes es un problema grave que ha llamado la atención de la comunidad científica internacional, lo cual supuso un aumento de los estudios realizados sobre la materia en México. Por esta razón, esta revisión sistemática sintetiza los aspectos éticos y metodológicos de los estudios sobre violencia en el noviazgo de jóvenes mexicanos publicados en las últimas dos décadas. De acuerdo con un protocolo Prisma se realizó una búsqueda en las bases de datos Clarivate, Ebsco, Scielo y Scopus. Del total de 639 referencias iniciales, se analizaron, mediante un proceso de depuración dividida en cuatro fases, un total de 12 artículos que cumplieron con los criterios de inclusión (publicación entre el 2000 y el 2019, artículos empíricos, idioma inglés o español, muestra mexicana, franja de edad entre los 17 y los 35, y muestra con parejas heterosexuales). Entre los principales resultados se destacó la predominancia del enfoque cuantitativo, diseños no experimentales y transversales, así como la inclusión de muestras no probabilísticas y no representativas. Asimismo, se hallaron numerosas inconsistencias en aspectos éticos sobre investigación psicológica. Se discuten los resultados y las implicaciones metodológicas, priorizando la urgencia de que futuros estudios subsanen los aspectos éticos obligatorios a fin de evitar malas prácticas o riesgos para los participantes.",Ethical and methodological issues in the study of dating violence among young Mexicans: A systematic review
"Sardiñas González, Yumar,Domínguez García, Ileana,Reinoso Cápiro, Carmen Bárbara",0,"2020, ",http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1992-82382020000200018&lang=es,"RESUMEN Este artículo tiene como objetivo valorar la importancia del desarrollo de la comunicación educativa en los profesores de secundaria básica, desde el intercambio de información, las relaciones empáticas, la conducta asertiva y la cortesía lingüística, para el logro de los objetivos de la educación en la Agenda 2030 y la materialización del perfeccionamiento que lleva a cabo el Ministerio de Educación. Para ello basa su fundamentación en los estudios más recientes de destacados investigadores sobre el tema, evidenciando los aspectos comunes y los que resultan altamente significativos a partir del contexto en el que se investiga. Destaca su empleo eficiente en la solución de los conflictos que surgen en la comunidad educativa y como vía para vivir en armonía dentro de esta. Enfatiza en la necesidad de hacer uso de ella en diferentes espacios incluyendo los generados por la comunicación digital y las redes sociales. Explica que la comunicación educativa es mucho más que intercambio de información, sino de emoción, sentimiento, es ponerte en el lugar de los demás, comprender las conductas más variadas de los seres humanos, es posibilitar el desarrollo de conversaciones espontáneas desde el respeto, la cortesía, la colaboración, la cooperación y el entendimiento. Finalmente se enfatiza en que su empleo eficaz por los profesores de secundaria básica, incide positivamente en la formación de los estudiantes, en su desarrollo interpersonal y en la solución de conflictos en el ámbito escolar, familiar y comunitario, que pueden ser individuales, interpersonales, grupales, intergrupal, institucionales o interorganizacionales.",La comunicación educativa: su desarrollo en el profesor de secundaria básica
"Bernaza Rodríguez, Guillermo Jesús,Aparicio Suárez, José Luis,de la Paz Martínez, Estrella,Torres Alfonso, Aida María,Alfonso Manzanet, José Enrique",0,"2020, ",http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412020000400015&lang=es,"RESUMEN  Introducción:  La respuesta dada por el Gobierno cubano y la ciencia a la situación epidemiológica que vivimos y al enfrentamiento de los problemas fundamentales del desarrollo del país, motiva a la reflexión y a un accionar más resuelto sobre qué se necesita hacer en el posgrado para contribuir con soluciones válidas, sostenidas, innovadoras y aplicables a esos problemas.  Objetivos:  Exponer algunas reflexiones y acciones ante el nuevo escenario generado por la COVID-19 y los problemas del desarrollo del país desde la perspectiva de la educación de posgrado.  Posicionamiento del autor:  El posgrado se enfrentará a problemas más complejos, al romperse las limitaciones disciplinares, sobre la base de sólidos fundamentos científicos y tecnológicos, lo que da lugar a soluciones innovadoras, estratégicas y comprometidas con la sociedad y su desarrollo en la construcción de un socialismo próspero y sostenible. Sin embargo, para lograr esto, la continuidad en la formación profesional del más alto nivel no es suficiente. Hay que considerar los disímiles procesos de ciencia, tecnología e innovación que tienen lugar en el posgrado, cuyos productos repercuten en el bienestar de la sociedad, en su desarrollo; de ahí su marcada y necesaria pertinencia.  Conclusiones:  El posgrado resulta necesaria y esencialmente innovador, por lo cual requiere de una mirada profunda y no concebirlo solo como el estudio del alto nivel, porque en este hay ciencia, tecnología, innovación y generación de conocimiento. Se requiere de acciones concretas emergentes con carácter acentuado ante el nuevo escenario creado por la COVID-19 y la necesidad de seguir desarrollando el país.",La educación de posgrado ante el nuevo escenario generado por la COVID-19
"Fucili, Eliana,Terranova, David",334,"2020, ",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-03482020000300104&lang=es,"Resumen: Este trabajo busca realizar un aporte a la historia social de la justicia a través de enfoques y metodologías sujetos a la actual agenda de investigación sobre las instituciones estatales. Puntualmente, se propone presentar un análisis sobre cómo estaba organizada la justicia de paz en el territorio mendocino entre 1872-1890, un periodo en el que se dictaron las primeras leyes que regularon la administración de la justicia baja en la provincia. En efecto, durante esos años la fisonomía del poder judicial local adquirió mayor cohesión como resultado del desarrollo político e institucional del poder central y provincial. Asimismo, el trabajo centra su atención en quiénes fueron los actores que ejercieron los fueros de paz en la provincia, atendiendo principalmente, a sus perfiles socioocupacionales.","La justicia de paz en una provincia del interior argentino (Mendoza, 1872-1890)"
"López Chang, Aramis",109,"2020, ",http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-81042020000200010&lang=es,"Este artículo contribuye a identificar el discurso político del Gobierno Provisorio de Francisco García Calderón Landa en la ciudad de Lima (febrero-noviembre de 1881). La mayoría de los estudios en torno al ""Gobierno de la Magdalena"" centra su análisis a la figura de García Calderón y su política de no ceder territorio nacional durante la ocupación chilena de Lima, dejando soslayada la importancia de la prensa como arma comunicacional de índole política y cultural. En este caso específico, el diario ""El Orden"" fue el órgano oficial del gobierno peruano, encabezado por García Calderón. La hipótesis de esta investigación sostiene que el Gobierno Provisorio pretendió minar las bases de la legitimidad del gobierno de Nicolás de Piérola, a través de un discurso liberal con ribetes de americanismo republicano. Por lo tanto, las diferentes etapas por las que transcurrió dicho gobierno pueden ser entendidas a través de su discurso, en donde se apeló a la valentía de reconocer la derrota frente a Chile. De este modo, la ansiada regeneración nacional, podría ser lograda al deslegitimar la dictadura de Piérola y contraponer los ejes discursivos de constitucionalidad-dictadura y paz sensata-resistencia irracional","""Salvad la patria con la ley, y olvidáos de las personas""¹: Discurso político del gobierno provisorio de Francisco García Calderón a través del diario ""El Orden"", febrero-noviembre de 1881"
"Gayón Tavera, Delsar Roberto,Gallego Galvis, Sandra Ximena,Salinas Herrera, José Aladier",44,"2020, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-25222020000200213&lang=es,"Resumen El presente artículo muestra los resultados del proyecto de investigación Construcción de cultura política propias y ciudadanía en las prácticas comunicativas de dos colectivos de jóvenes de la localidad 18 Rafael Uribe con el propósito de aportar al debate actual sobre las relaciones entre comunicación y educación. La investigación se aborda desde el enfoque político-cultural de la comunicación que estudia las prácticas sociales y la producción de sentido, poniendo en juego la articulación de dos conceptos: ciudadanía y comunicación. Metodológicamente se basó en la etnografía autorreflexiva que permitió la descripción del contexto sociocultural y el análisis de las prácticas comunicativas de los dos colectivos en tensión con la formación escolar en asuntos relacionados con ciudadanía y paz. El principal hallazgo es que los dos colectivos tienen apuestas distintas en la producción de sentido. El Colectivo Sin Fronteras interpela en sus prácticas la formación de los procesos de enseñanza en el aula, interrogando los paradigmas de masculinidad a través de la resignificación del cuerpo, lo que permite abrir nuevas formas de vivir la ciudadanía. Por su parte, el Colectivo Somos centra sus prácticas en la construcción de una cultura de paz a través de la producción de programas radiales que asocian los contenidos a una ciudadanía que defiende los derechos de la mujer, LGBTIQ, la política, la ruptura de prejuicios y la concientización frente al trato diario en el escenario escolar.",Construcción de ciudadanía desde la comunicación. Una mirada desde dos colectivos de jóvenes de Bogotá
"Rosa, Paula,Toscani, María de la Paz",117,"2020, ",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-159X2020000200023&lang=es,"Resumen En este artículo se propone caracterizar a un subgrupo de los habitantes de la calle que vive en la Ciudad Autónoma de Buenos Aires (CABA). Hacemos referencia a una población inscripta en un circuito habitacional que articula la residencia en una habitación de alquiler en un hotel-pensión con el habitar en el espacio público. Este grupo posee ciertas particularidades frente al ""tradicional"" habitante de la calle, que es quien desarrolla su vida cotidiana principalmente en el ámbito de la calle, situación también existente de manera habitual y creciente. Interesa detenerse en la experiencia del habitar la calle, desde una mirada amplia que contemple a quienes de manera ""discontinua"" también habitan en ella. Esta población, denominada habitantes de la calle intermitentes, se produce y reproduce a partir de la forma que asume la política pública dirigida a estos sectores. Hacemos referencia a un programa que se basa en la entrega de ""subsidios habitaciona-les"" para alquilar una habitación en un hotel-pensión. Este programa resulta ser una de las principales políticas que posee la ciudad para mitigar la problemática habitacional. Desde la política se concibe que el acceder a este subsidio resulta una respuesta o ""solución"" a la emergencia que suscita encontrarse habitando en la calle. Sin embargo, como se intentará plasmar en este trabajo, este tipo de intervenciones no solo no llevan a una solución definitiva, sino que, por el contrario, colaboran en la reproducción de la problemática social y habitacional en la cual los/as beneficiarios/as del programa se encuentran. Los resultados presentes en este artículo están fundamentados en los hallazgos, basados en fuentes primarias, de las tesis doctorales de las autoras. Una de ellas, analizó la experiencia de vida de los habitantes de la calle y la otra trabajó la problemática de los habitantes de los hoteles-pensión. A partir de la búsqueda de puntos de contacto y de diferenciación entre ambas investigaciones se originó el presente artículo. Descriptores: Argentina, necesidad de vivienda, persona sin hogar, pobreza, persona sin hogar, sociología urbana.","Habitantes intermitentes, entre la calle y el hotel-pensión. Nuevas aproximaciones a una vieja problemática en la Ciudad Autónoma de Buenos Aires"
"Castillo, Fernando José,Ramírez de Castillo, Alicia",28,"2020, ",http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2631-27862020000300011&lang=es,"Resumen En todos los sistemas educativos del mundo se plantean estrategias para minimizar los conflictos y la violencia en escuelas y colegios, tratando así de resolver graves confrontaciones entre educandos o estudiantes con docentes, siendo considerada esta una generación violenta. Estas prácticas basadas en valores tienen la finalidad de modelar los caracteres violentos de los alumnos mediante una práctica de mutua convivencia, diálogo y respeto, evitando discrepancias por conflictos raciales, religiosos, políticos, sociales, económicos o culturales. Esta conducta agresiva casi llega a la barbarie ante la incapacidad de convivir en paz, con valores de solidaridad, armonía, cooperación, equidad y no discriminación. Lamentablemente la sociedad se ha acostumbrado a la violencia en el mundo, por lo que hay que realizar cambios obligatorios. Si bien la conducta violenta del alumnado se genera inicialmente en la familia, generando estudiantes problemáticos y desadaptados, hay que realizar las debidas transformaciones en la formación de éstos que permita que se relacionen con la institución educativa mediante la participación e integración en ese ámbito. La esperanza y fe de que se verifiquen esos cambios en las futuras generaciones estudiantiles es deseo que toda la sociedad mundial espera para la consolidación de la paz de la humanidad.",El derecho a la paz en el ámbito educativo: un aporte a la mediación de conflictos
